id,date_time,symbol_pair,type,price,amount,fee,total
84,2021-04-18T15:37:13Z,BTCUSDT,buy,1.08,103.15,0.11,111.12
85,2021-04-18T16:29:47Z,BTCUSDT,sell,1.16,101.38,0.12,117.68
86,2021-04-18T17:22:20Z,BTCUSDT,buy,1.32,105.39,0.14,139.53
87,2021-04-18T18:14:54Z,BTCUSDT,sell,1.57,105.13,0.17,165.31
88,2021-04-18T19:07:27Z,BTCUSDT,buy,1.68,106.53,0.18,179.60
89,2021-04-18T20:00:01Z,BTCUSDT,sell,1.52,106.54,0.16,162.59
90,2021-04-18T20:52:35Z,BTCUSDT,buy,1.72,106.37,0.18,182.75
91,2021-04-18T21:45:08Z,BTCUSDT,sell,1.01,100.31,0.10,101.69
92,2021-04-18T22:37:42Z,BTCUSDT,buy,1.10,103.69,0.11,113.97
93,2021-04-18T23:30:15Z,BTCUSDT,sell,1.83,103.48,0.19,189.18
94,2021-04-19T00:22:49Z,BTCUSDT,buy,1.34,102.53,0.14,137.97
95,2021-04-19T01:15:23Z,BTCUSDT,sell,1.22,105.55,0.13,128.53
96,2021-04-19T02:07:56Z,BTCUSDT,buy,1.40,105.06,0.15,147.46
97,2021-04-19T03:00:30Z,BTCUSDT,sell,1.17,103.31,0.12,120.86
98,2021-04-19T03:53:03Z,BTCUSDT,buy,1.83,107.00,0.20,195.79
99,2021-04-19T04:45:37Z,BTCUSDT,sell,1.06,109.99,0.12,116.48
100,2021-04-19T05:38:11Z,BTCUSDT,buy,1.41,101.12,0.14,142.87
101,2021-04-19T06:30:44Z,BTCUSDT,sell,1.78,100.92,0.18,179.90
102,2021-04-19T07:23:18Z,BTCUSDT,buy,1.05,107.15,0.11,112.99
103,2021-04-19T08:15:51Z,BTCUSDT,sell,1.25,108.49,0.14,135.83
104,2021-04-19T09:08:25Z,BTCUSDT,buy,1.97,102.13,0.20,201.79
105,2021-04-19T10:00:59Z,BTCUSDT,sell,1.02,109.45,0.11,111.92
106,2021-04-19T10:53:32Z,BTCUSDT,buy,1.09,106.46,0.12,116.47
107,2021-04-19T11:46:06Z,BTCUSDT,sell,1.31,104.48,0.14,137.21
108,2021-04-19T12:38:39Z,BTCUSDT,buy,1.49,100.82,0.15,150.10
109,2021-04-19T13:31:13Z,BTCUSDT,sell,1.67,104.00,0.17,174.05
110,2021-04-19T14:23:47Z,BTCUSDT,buy,1.90,109.50,0.21,208.29
111,2021-04-19T15:16:20Z,BTCUSDT,sell,1.32,104.99,0.14,138.66
112,2021-04-19T16:08:54Z,BTCUSDT,buy,1.40,100.20,0.14,140.46
113,2021-04-19T17:01:27Z,BTCUSDT,sell,1.65,104.29,0.17,171.73
114,2021-04-19T17:54:01Z,BTCUSDT,buy,1.34,108.87,0.15,145.99
115,2021-04-19T18:46:35Z,BTCUSDT,sell,1.24,107.65,0.13,133.22
116,2021-04-19T19:39:08Z,BTCUSDT,buy,1.04,107.28,0.11,111.22
117,2021-04-19T20:31:42Z,BTCUSDT,sell,1.63,105.13,0.17,171.10
118,2021-04-19T21:24:15Z,BTCUSDT,buy,1.07,107.24,0.12,115.13
119,2021-04-19T22:16:49Z,BTCUSDT,sell,1.88,109.78,0.21,206.57
120,2021-04-19T23:09:23Z,BTCUSDT,buy,1.85,108.32,0.20,200.33
121,2021-04-20T00:01:56Z,BTCUSDT,sell,1.25,109.13,0.14,136.32
122,2021-04-20T00:54:30Z,BTCUSDT,buy,1.08,108.35,0.12,116.60
123,2021-04-20T01:47:03Z,BTCUSDT,sell,1.63,107.52,0.18,175.36
124,2021-04-20T02:39:37Z,BTCUSDT,buy,1.63,100.97,0.16,164.95
125,2021-04-20T03:32:11Z,BTCUSDT,sell,1.01,105.84,0.11,107.52
126,2021-04-20T04:24:44Z,BTCUSDT,buy,1.07,109.98,0.12,117.66
127,2021-04-20T05:17:18Z,BTCUSDT,sell,1.65,109.85,0.18,181.35
128,2021-04-20T06:09:51Z,BTCUSDT,buy,1.83,103.32,0.19,189.76
129,2021-04-20T07:02:25Z,BTCUSDT,sell,1.66,109.56,0.18,182.20
130,2021-04-20T07:54:59Z,BTCUSDT,buy,1.31,101.84,0.13,133.60
131,2021-04-20T08:47:32Z,BTCUSDT,sell,1.97,108.33,0.21,213.31
132,2021-04-20T09:40:06Z,BTCUSDT,buy,1.31,108.06,0.14,141.65
133,2021-04-20T10:32:39Z,BTCUSDT,sell,1.42,107.19,0.15,152.07
134,2021-04-20T11:25:13Z,BTCUSDT,buy,1.41,108.96,0.15,153.43
135,2021-04-20T12:17:47Z,BTCUSDT,sell,1.96,100.19,0.20,196.38
136,2021-04-20T13:10:20Z,BTCUSDT,buy,1.79,104.24,0.19,186.94
137,2021-04-20T14:02:54Z,BTCUSDT,sell,1.02,104.33,0.11,106.02
138,2021-04-20T14:55:27Z,BTCUSDT,buy,1.90,108.56,0.21,206.98
139,2021-04-20T15:48:01Z,BTCUSDT,sell,1.04,106.59,0.11,111.28
140,2021-04-20T16:40:35Z,BTCUSDT,buy,1.35,105.03,0.14,141.71
141,2021-04-20T17:33:08Z,BTCUSDT,sell,1.84,100.23,0.18,184.60
142,2021-04-20T18:25:42Z,BTCUSDT,buy,1.12,102.61,0.12,115.49
143,2021-04-20T19:18:15Z,BTCUSDT,sell,1.83,103.15,0.19,189.46
144,2021-04-20T20:10:49Z,BTCUSDT,buy,1.01,109.00,0.11,109.94
145,2021-04-20T21:03:23Z,BTCUSDT,sell,1.37,101.00,0.14,138.54
146,2021-04-20T21:55:56Z,BTCUSDT,buy,1.64,107.70,0.18,177.15
147,2021-04-20T22:48:30Z,BTCUSDT,sell,1.79,102.62,0.18,184.00
148,2021-04-20T23:41:03Z,BTCUSDT,buy,1.35,102.15,0.14,137.72
149,2021-04-21T00:33:37Z,BTCUSDT,sell,1.82,103.51,0.19,188.80
150,2021-04-21T01:26:11Z,BTCUSDT,buy,1.60,105.78,0.17,169.34
151,2021-04-21T02:18:44Z,BTCUSDT,sell,1.41,101.20,0.14,143.20
152,2021-04-21T03:11:18Z,BTCUSDT,buy,1.91,100.54,0.19,192.38
153,2021-04-21T04:03:51Z,BTCUSDT,sell,1.23,103.24,0.13,127.00
154,2021-04-21T04:56:25Z,BTCUSDT,buy,1.35,103.49,0.14,139.93
155,2021-04-21T05:48:59Z,BTCUSDT,sell,1.30,109.69,0.14,143.15
156,2021-04-21T06:41:32Z,BTCUSDT,buy,1.67,102.08,0.17,170.80
157,2021-04-21T07:34:06Z,BTCUSDT,sell,1.96,103.02,0.20,202.45
158,2021-04-21T08:26:39Z,BTCUSDT,buy,1.81,101.34,0.18,183.40
159,2021-04-21T09:19:13Z,BTCUSDT,sell,1.95,106.41,0.21,207.47
160,2021-04-21T10:11:47Z,BTCUSDT,buy,1.95,108.10,0.21,211.36
161,2021-04-21T11:04:20Z,BTCUSDT,sell,1.18,109.43,0.13,129.43
162,2021-04-21T11:56:54Z,BTCUSDT,buy,1.83,104.95,0.19,192.38
163,2021-04-21T12:49:27Z,BTCUSDT,sell,1.86,107.11,0.20,198.92
164,2021-04-21T13:42:01Z,BTCUSDT,buy,1.27,104.08,0.13,132.67
165,2021-04-21T14:34:35Z,BTCUSDT,sell,1.91,109.44,0.21,209.22
166,2021-04-21T15:27:08Z,BTCUSDT,buy,1.50,102.89,0.15,154.34
167,2021-04-21T16:19:42Z,BTCUSDT,sell,1.98,104.53,0.21,206.74
168,2021-04-21T17:12:15Z,BTCUSDT,buy,1.04,103.15,0.11,107.90
169,2021-04-21T18:04:49Z,BTCUSDT,sell,1.95,107.52,0.21,210.07
170,2021-04-21T18:57:23Z,BTCUSDT,buy,1.54,106.70,0.16,164.03
171,2021-04-21T19:49:56Z,BTCUSDT,sell,1.87,104.59,0.20,195.27
172,2021-04-21T20:42:30Z,BTCUSDT,buy,1.58,104.82,0.17,165.62
173,2021-04-21T21:35:03Z,BTCUSDT,sell,1.55,109.51,0.17,169.97
174,2021-04-21T22:27:37Z,BTCUSDT,buy,1.51,107.43,0.16,162.36
175,2021-04-21T23:20:11Z,BTCUSDT,sell,1.49,100.66,0.15,150.22
176,2021-04-22T00:12:44Z,BTCUSDT,buy,1.26,109.25,0.14,138.07
177,2021-04-22T01:05:18Z,BTCUSDT,sell,1.37,104.09,0.14,142.91
178,2021-04-22T01:57:51Z,BTCUSDT,buy,1.42,100.97,0.14,143.10
179,2021-04-22T02:50:25Z,BTCUSDT,sell,1.90,100.04,0.19,190.44
180,2021-04-22T03:42:59Z,BTCUSDT,buy,1.27,101.09,0.13,128.91
181,2021-04-22T04:35:32Z,BTCUSDT,sell,1.86,102.57,0.19,190.50
182,2021-04-22T05:28:06Z,BTCUSDT,buy,1.99,109.26,0.22,217.56
183,2021-04-22T06:20:39Z,BTCUSDT,sell,1.17,103.04,0.12,120.77
184,2021-04-22T07:13:13Z,BTCUSDT,buy,1.53,101.76,0.16,156.21
185,2021-04-22T08:05:47Z,BTCUSDT,sell,1.81,107.05,0.19,194.34
186,2021-04-22T08:58:20Z,BTCUSDT,buy,1.26,102.50,0.13,129.00
187,2021-04-22T09:50:54Z,BTCUSDT,sell,1.34,107.51,0.14,143.68
188,2021-04-22T10:43:27Z,BTCUSDT,buy,1.00,108.41,0.11,109.05
189,2021-04-22T11:36:01Z,BTCUSDT,sell,1.23,100.13,0.12,123.24
190,2021-04-22T12:28:35Z,BTCUSDT,buy,1.95,108.99,0.21,212.74
191,2021-04-22T13:21:08Z,BTCUSDT,sell,1.96,100.43,0.20,197.30
192,2021-04-22T14:13:42Z,BTCUSDT,buy,1.71,100.51,0.17,172.31
193,2021-04-22T15:06:15Z,BTCUSDT,sell,1.41,104.76,0.15,147.60
194,2021-04-22T15:58:49Z,BTCUSDT,buy,1.35,100.41,0.14,135.43
195,2021-04-22T16:51:23Z,BTCUSDT,sell,1.60,102.60,0.16,164.08
196,2021-04-22T17:43:56Z,BTCUSDT,buy,1.83,109.60,0.20,201.09
197,2021-04-22T18:36:30Z,BTCUSDT,sell,1.94,102.29,0.20,198.31
198,2021-04-22T19:29:03Z,BTCUSDT,buy,1.72,107.56,0.19,185.23
199,2021-04-22T20:21:37Z,BTCUSDT,sell,1.45,103.39,0.15,150.08
200,2021-04-22T21:14:11Z,BTCUSDT,buy,1.47,109.86,0.16,161.93
201,2021-04-22T22:06:44Z,BTCUSDT,sell,1.36,102.50,0.14,139.77
202,2021-04-22T22:59:18Z,BTCUSDT,buy,1.05,107.90,0.11,113.18
203,2021-04-22T23:51:51Z,BTCUSDT,sell,1.76,106.57,0.19,187.35
204,2021-04-23T00:44:25Z,BTCUSDT,buy,1.22,106.58,0.13,130.26
205,2021-04-23T01:36:59Z,BTCUSDT,sell,1.39,109.19,0.15,152.02
206,2021-04-23T02:29:32Z,BTCUSDT,buy,1.15,105.20,0.12,121.07
207,2021-04-23T03:22:06Z,BTCUSDT,sell,1.77,102.48,0.18,181.12
208,2021-04-23T04:14:39Z,BTCUSDT,buy,1.46,107.00,0.16,155.89
209,2021-04-23T05:07:13Z,BTCUSDT,sell,1.08,105.12,0.11,113.85
210,2021-04-23T05:59:47Z,BTCUSDT,buy,1.27,106.22,0.13,134.65
211,2021-04-23T06:52:20Z,BTCUSDT,sell,1.10,101.41,0.11,111.56
212,2021-04-23T07:44:54Z,BTCUSDT,buy,1.16,109.44,0.13,126.99
213,2021-04-23T08:37:27Z,BTCUSDT,sell,1.63,102.46,0.17,167.32
214,2021-04-23T09:30:01Z,BTCUSDT,buy,1.97,105.37,0.21,207.52
215,2021-04-23T10:22:35Z,BTCUSDT,sell,1.34,106.72,0.14,142.95
216,2021-04-23T11:15:08Z,BTCUSDT,buy,1.84,107.34,0.20,197.43
217,2021-04-23T12:07:42Z,BTCUSDT,sell,1.50,104.23,0.16,156.74
218,2021-04-23T13:00:15Z,BTCUSDT,buy,1.46,109.53,0.16,160.41
219,2021-04-23T13:52:49Z,BTCUSDT,sell,1.74,104.55,0.18,182.53
220,2021-04-23T14:45:23Z,BTCUSDT,buy,1.25,107.20,0.13,133.96
221,2021-04-23T15:37:56Z,BTCUSDT,sell,1.42,107.43,0.15,153.10
222,2021-04-23T16:30:30Z,BTCUSDT,buy,1.66,106.83,0.18,177.17
223,2021-04-23T17:23:03Z,BTCUSDT,sell,1.64,102.49,0.17,167.92
224,2021-04-23T18:15:37Z,BTCUSDT,buy,1.39,107.70,0.15,149.51
225,2021-04-23T19:08:11Z,BTCUSDT,sell,1.13,102.87,0.12,115.98
226,2021-04-23T20:00:44Z,BTCUSDT,buy,1.51,101.99,0.15,154.29
227,2021-04-23T20:53:18Z,BTCUSDT,sell,1.99,106.36,0.21,212.36
228,2021-04-23T21:45:51Z,BTCUSDT,buy,1.73,104.12,0.18,180.03
229,2021-04-23T22:38:25Z,BTCUSDT,sell,1.51,101.31,0.15,153.54
230,2021-04-23T23:30:59Z,BTCUSDT,buy,1.55,108.45,0.17,167.79
231,2021-04-24T00:23:32Z,BTCUSDT,sell,1.29,107.78,0.14,139.53
232,2021-04-24T01:16:06Z,BTCUSDT,buy,1.14,106.54,0.12,121.77
233,2021-04-24T02:08:39Z,BTCUSDT,sell,1.63,103.94,0.17,169.73
234,2021-04-24T03:01:13Z,BTCUSDT,buy,1.00,105.66,0.11,105.91
235,2021-04-24T03:53:47Z,BTCUSDT,sell,1.89,104.52,0.20,197.52
236,2021-04-24T04:46:20Z,BTCUSDT,buy,1.60,106.43,0.17,170.05
237,2021-04-24T05:38:54Z,BTCUSDT,sell,1.83,108.10,0.20,198.01
238,2021-04-24T06:31:27Z,BTCUSDT,buy,1.07,100.81,0.11,107.57
239,2021-04-24T07:24:01Z,BTCUSDT,sell,1.34,104.91,0.14,140.24
240,2021-04-24T08:16:35Z,BTCUSDT,buy,1.62,106.28,0.17,172.24
241,2021-04-24T09:09:08Z,BTCUSDT,sell,1.32,107.93,0.14,143.11
242,2021-04-24T10:01:42Z,BTCUSDT,buy,1.08,102.54,0.11,111.29
243,2021-04-24T10:54:15Z,BTCUSDT,sell,1.69,104.20,0.18,176.02
244,2021-04-24T11:46:49Z,BTCUSDT,buy,1.02,102.17,0.10,104.54
245,2021-04-24T12:39:23Z,BTCUSDT,sell,1.08,105.64,0.11,114.02
246,2021-04-24T13:31:56Z,BTCUSDT,buy,1.23,103.68,0.13,127.50
247,2021-04-24T14:24:30Z,BTCUSDT,sell,1.27,109.00,0.14,138.80
248,2021-04-24T15:17:03Z,BTCUSDT,buy,1.66,104.45,0.17,173.75
249,2021-04-24T16:09:37Z,BTCUSDT,sell,1.97,106.68,0.21,210.23
250,2021-04-24T17:02:11Z,BTCUSDT,buy,1.36,100.07,0.14,136.67
251,2021-04-24T17:54:44Z,BTCUSDT,sell,1.21,107.82,0.13,130.19
252,2021-04-24T18:47:18Z,BTCUSDT,buy,1.77,108.08,0.19,191.11
253,2021-04-24T19:39:51Z,BTCUSDT,sell,1.29,106.10,0.14,136.78
254,2021-04-24T20:32:25Z,BTCUSDT,buy,1.45,102.27,0.15,148.66
255,2021-04-24T21:24:59Z,BTCUSDT,sell,1.39,102.47,0.14,142.48
256,2021-04-24T22:17:32Z,BTCUSDT,buy,1.01,101.53,0.10,102.40
257,2021-04-24T23:10:06Z,BTCUSDT,sell,1.00,109.09,0.11,109.69
258,2021-04-25T00:02:39Z,BTCUSDT,buy,1.24,103.27,0.13,127.96
259,2021-04-25T00:55:13Z,BTCUSDT,sell,1.79,104.30,0.19,187.22
260,2021-04-25T01:47:47Z,BTCUSDT,buy,1.44,101.00,0.15,145.59
261,2021-04-25T02:40:20Z,BTCUSDT,sell,1.78,105.22,0.19,187.90
262,2021-04-25T03:32:54Z,BTCUSDT,buy,1.10,108.48,0.12,119.69
263,2021-04-25T04:25:27Z,BTCUSDT,sell,1.16,105.65,0.12,123.09
264,2021-04-25T05:18:01Z,BTCUSDT,buy,1.12,102.75,0.12,115.32
265,2021-04-25T06:10:35Z,BTCUSDT,sell,2.00,109.29,0.22,218.62
266,2021-04-25T07:03:08Z,BTCUSDT,buy,1.10,102.11,0.11,112.77
267,2021-04-25T07:55:42Z,BTCUSDT,sell,1.31,104.72,0.14,137.81
268,2021-04-25T08:48:15Z,BTCUSDT,buy,1.14,103.75,0.12,118.74
269,2021-04-25T09:40:49Z,BTCUSDT,sell,1.69,107.88,0.18,182.26
270,2021-04-25T10:33:23Z,BTCUSDT,buy,1.03,100.96,0.10,104.38
271,2021-04-25T11:25:56Z,BTCUSDT,sell,1.33,105.23,0.14,140.60
272,2021-04-25T12:18:30Z,BTCUSDT,buy,1.35,101.80,0.14,137.43
273,2021-04-25T13:11:03Z,BTCUSDT,sell,1.91,103.68,0.20,198.72
274,2021-04-25T14:03:37Z,BTCUSDT,buy,1.16,100.91,0.12,117.02
275,2021-04-25T14:56:11Z,BTCUSDT,sell,1.26,103.94,0.13,131.43
276,2021-04-25T15:48:44Z,BTCUSDT,buy,1.19,107.56,0.13,128.01
277,2021-04-25T16:41:18Z,BTCUSDT,sell,1.64,103.19,0.17,169.54
278,2021-04-25T17:33:51Z,BTCUSDT,buy,1.63,102.78,0.17,167.54
279,2021-04-25T18:26:25Z,BTCUSDT,sell,1.34,105.77,0.14,141.56
280,2021-04-25T19:18:59Z,BTCUSDT,buy,1.43,101.10,0.14,144.55
281,2021-04-25T20:11:32Z,BTCUSDT,sell,1.35,103.81,0.14,139.95
282,2021-04-25T21:04:06Z,BTCUSDT,buy,1.80,108.83,0.20,196.63
283,2021-04-25T21:56:39Z,BTCUSDT,sell,1.38,101.80,0.14,140.35
284,2021-04-25T22:49:13Z,BTCUSDT,buy,1.45,101.89,0.15,147.62
285,2021-04-25T23:41:47Z,BTCUSDT,sell,1.10,101.65,0.11,111.81
286,2021-04-26T00:34:20Z,BTCUSDT,buy,1.03,106.51,0.11,109.45
287,2021-04-26T01:26:54Z,BTCUSDT,sell,1.78,101.84,0.18,181.81
288,2021-04-26T02:19:27Z,BTCUSDT,buy,1.98,107.31,0.21,212.17
289,2021-04-26T03:12:01Z,BTCUSDT,sell,1.44,102.51,0.15,148.04
290,2021-04-26T04:04:35Z,BTCUSDT,buy,1.61,100.22,0.16,161.77
291,2021-04-26T04:57:08Z,BTCUSDT,sell,1.10,105.00,0.12,115.25
292,2021-04-26T05:49:42Z,BTCUSDT,buy,1.24,102.81,0.13,127.43
293,2021-04-26T06:42:15Z,BTCUSDT,sell,1.44,109.15,0.16,157.12
294,2021-04-26T07:34:49Z,BTCUSDT,buy,1.21,107.03,0.13,129.15
295,2021-04-26T08:27:23Z,BTCUSDT,sell,1.47,109.42,0.16,161.02
296,2021-04-26T09:19:56Z,BTCUSDT,buy,1.09,107.69,0.12,117.45
297,2021-04-26T10:12:30Z,BTCUSDT,sell,1.02,100.94,0.10,102.90
298,2021-04-26T11:05:03Z,BTCUSDT,buy,1.95,100.63,0.20,196.51
299,2021-04-26T11:57:37Z,BTCUSDT,sell,1.50,107.98,0.16,162.48
300,2021-04-26T12:50:11Z,BTCUSDT,buy,1.55,104.05,0.16,160.95
301,2021-04-26T13:42:44Z,BTCUSDT,sell,1.20,103.18,0.12,124.18
302,2021-04-26T14:35:18Z,BTCUSDT,buy,1.95,107.91,0.21,210.77
303,2021-04-26T15:27:51Z,BTCUSDT,sell,1.96,101.66,0.20,199.93
304,2021-04-26T16:20:25Z,BTCUSDT,buy,1.27,106.50,0.14,135.55
305,2021-04-26T17:12:59Z,BTCUSDT,sell,1.26,106.16,0.13,133.46
306,2021-04-26T18:05:32Z,BTCUSDT,buy,1.19,109.60,0.13,130.48
307,2021-04-26T18:58:06Z,BTCUSDT,sell,1.36,109.31,0.15,148.43
308,2021-04-26T19:50:39Z,BTCUSDT,buy,1.62,106.76,0.17,172.63
309,2021-04-26T20:43:13Z,BTCUSDT,sell,1.78,100.66,0.18,179.60
310,2021-04-26T21:35:47Z,BTCUSDT,buy,1.76,107.24,0.19,189.39
311,2021-04-26T22:28:20Z,BTCUSDT,sell,1.12,108.09,0.12,121.52
312,2021-04-26T23:20:54Z,BTCUSDT,buy,1.54,105.46,0.16,162.04
313,2021-04-27T00:13:27Z,BTCUSDT,sell,1.22,100.51,0.12,122.60
314,2021-04-27T01:06:01Z,BTCUSDT,buy,1.63,106.19,0.17,173.05
315,2021-04-27T01:58:35Z,BTCUSDT,sell,1.46,104.72,0.15,152.85
316,2021-04-27T02:51:08Z,BTCUSDT,buy,1.87,105.67,0.20,197.48
317,2021-04-27T03:43:42Z,BTCUSDT,sell,1.41,106.08,0.15,149.34
